id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
3431813,21114611122001773002000000U8,ESCUELA PRIMARIA EDUCACION FEDERAL,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,CIRCUITO DE LAS FLORES SUR,CERRADA,CERRADA DE LAS ROSAS,CALLE,NINGUNO,CALLE,NINGUNO,,SN,,,,,UNIDAD HABITACIONAL,MATEO DEL REGIL RODRIGUEZ,,,,72464,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6021,1,,,,Fijo,19.00767067,-98.24702954,2010-07
3458543,21114611121000452000000000U2,ESCUELA PRIMARIA EDUCACION PARA LA VIDA,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,IGNACIO ALLENDE,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,BOULEVARD,VICENTE GUERRERO,CALLE,NARCISO MENDOZA,55,,,,,,COLONIA,INSURGENTES ORIENTE,,,,72540,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3972,7,2228684828,EDUCACION_PARALAVIDA@HOTMAIL.COM,,Fijo,19.01516965,-98.18351854,2010-07
3376543,21114611122003813000000000U0,ESCUELA PRIMARIA ELENA GARRO CCT 21EPR1566T,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,PRIVADA,ISLA MARGARITA,AVENIDA,AVENIDA DE LAS NACIONES,ANDADOR,NINGUNO,AVENIDA,PRIVADA DE LAS AMERICAS,715,,,,,,COLONIA,SAN RAMON,,,,72490,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5945,17,2226392208,PRIMELENAGARRO@GMAIL.COM,,Fijo,18.95991163,-98.25738459,2010-07
3250644,21114611122002283000000000U7,ESCUELA PRIMARIA EMILIANO ZAPATA,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,23 DE MAYO,CALLE,GENARO VAZQUEZ,CALLE,28 DE OCTUBRE,CALLE,12 DE OCTUBRE,,SN,,,,,COLONIA,BARRANCA HONDA,,,,72014,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4843,2,2223675834,21EPR0651J@SEPPUE.GOB.MX,,Fijo,19.1125588,-98.201042,2010-07
3518674,21114611122000782002000000U0,ESCUELA PRIMARIA EMILIANO ZAPATA,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,QUINTANA ROO,AVENIDA,JALISCO,AVENIDA,MICHOACAN,CALLE,TABASCO,,SN,,,,,COLONIA,POPULAR EMILIANO ZAPATA,,,,72470,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3915,25,2225137402,,,Fijo,18.99935111,-98.23431185,2010-07
3515612,21114611122001793000000000U6,ESCUELA PRIMARIA EMILIANO ZAPATA,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,PRINCIPAL,CALLEJON,CALLEJON DE LOS PIRULES,CALLE,EMILIANO ZAPATA,CALLE,PEDREGAL,,SN,,,,,LOCALIDAD,SAN ANDRES AZUMIATLA,,,,72960,21,Puebla,114,Puebla,133,San Andrés Azumiatla                                                                                          ,5112,73,,,,Fijo,18.89835637,-98.25646581,2010-07
3257188,21114611122001393000000000U5,ESCUELA PRIMARIA EMPERADOR MOCTEZUMA,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,5 DE MAYO,CALLE,46 ORIENTE,PROLONGACION,DIAGONAL DEFENSORES DE LA REPUBLICA,CALLE,2 NORTE,5204,,,,,,COLONIA,MOCTEZUMA,,,,72260,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3544,20,,EFC.PRI.EMPERADORMOCTEZUMA@HOTMAIL.COM,,Fijo,19.06395455,-98.18720517,2010-07
3268183,21114611122002773000000000U7,ESCUELA PRIMARIA ENRIQUE CONRADO REBSAMEN,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,12 PONIENTE,CALLE,5 NORTE,CALLE,7 NORTE,CALLE,AVENIDA 10 PONIENTE,505,,,,,,COLONIA,CENTRO,,,,72000,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,408,17,,REBSAMEN1314@LIVE.COM.MX,,Fijo,19.05108297,-98.20006769,2010-07
3351322,21114611121001572002000000U6,ESCUELA PRIMARIA ENRIQUE CONRADO REBSAMEN,CENTRO EDUCATIVO DE AMOR Y ESPERANZA,611121,Escuelas de educación primaria del sector privado,31 a 50 personas,AVENIDA,CAZADORES DE MORELIA,CALLE,LOMA CHICA,CALLE,LOMA BONITA,CALLE,MONTE BLANCO,31,,,,,,COLONIA,PLAZAS DE GUADALUPE,,,,72260,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3559,16,2224773979,CEDU.AMORYESPERANZA@OUTLOOK.COM,,Fijo,19.06175141,-98.17668618,2014-12
3538717,21114611122001493000000000U3,ESCUELA PRIMARIA ESCUDO NACIONAL,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,PROLONGACION,CESAR VALLEJO,CALLE,TORONJAS,OTRO(ESPECIFIQUE),BARDA,CALLE,NARANJOS,,SN,,,,,COLONIA,JARDINES DEL SUR,,,,72495,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4970,3,,,,Fijo,18.94603693,-98.23843832,2010-07
3257307,21114611122002863001000000U6,ESCUELA PRIMARIA FED CLUB DE LEONES VESPERTINA,GOBIERNO FEDERAL,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,FRANCISCO VILLA,AVENIDA,FRANCISCO SARABIA,AVENIDA,EMILIANO ZAPATA,CALLE,VENUSTIANO CARRANZA,,SN,,,,SN,COLONIA,ADOLFO LOPEZ MATEOS,,,,72240,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,353A,20,2225053939,,,Fijo,19.0662899,-98.18028351,2010-07
3420725,21114611122001863001000000U7,ESCUELA PRIMARIA FED VESP DR ALFREDO TOXQUI FERNANDEZ,,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,RIO TUXPAN,AVENIDA,SAN CLAUDIO,BOULEVARD,CIRCUNVALACION,CALLE,RIO VERDE,,SN,,,,,FRACCIONAMIENTO,JARDINES DE SAN MANUEL,,,,72570,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2620,9,2227761526,DRTOXQUI27@GMAIL.COM,,Fijo,19.00563178,-98.20007293,2010-07
3279866,21114611122002303000000000U3,ESCUELA PRIMARIA FEDE MATUTINO JOAQUIN COLOMBRES,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,MIGUEL DE LA MADRID HURTADO,CALLE,GUSTAVO DIAZ ORDAZ,CALLE,SALINAS DE GORTARI,CALLE,BENITO JUAREZ,,SN,,,,,COLONIA,SAN MIGUEL XONACATEPEC,,,,72227,21,Puebla,114,Puebla,218,Santa María Xonacatepec                                                                                       ,6248,3,2221541204,JOAQUIN_C.2018@HOTMAIL.COM,,Fijo,19.07898818,-98.11488857,2010-07
3520289,21114611122002883000000000U4,ESCUELA PRIMARIA FEDERAL 18 DE NOVIEMBRE TURNO MATUTINO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,TABASCO,AVENIDA,105 PONIENTE,CALLE,GENERAL MIGUEL NEGRETE,CALLE,SONORA,10530,,,,,,COLONIA,COATEPEC,,,,72470,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4097,32,,,,Fijo,18.99546574,-98.23868622,2010-07
3373225,21114611122003773000000000U6,ESCUELA PRIMARIA FEDERAL 20 DE NOVIEMBRE,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,OLMOS,AVENIDA,CIPRES,CALLE,OYAMELES,DIAGONAL,FERNANDO SOLANA GOMEZ,,SN,,,,,COLONIA,SANTA CATARINA,,,,72595,21,Puebla,114,Puebla,359,Santa Catarina                                                                                                ,6430,17,2221293204,PRIMARIA-20DENOVI_3505U@HOTMAIL.COM,,Fijo,18.97236452,-98.16380057,2014-12
3439725,21114611122000932001000000U1,ESCUELA PRIMARIA FEDERAL 27 DE SEPTIEMBRE DE 1960,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,0 a 5 personas,CALLE,OCTAVA DE IGNACIO ZARAGOZA,CALLE,PINO SUAREZ,CALLE,32 NORTE,CALLE,PINO SUAREZ,3208,,,,,,COLONIA,LOMAS 5 DE MAYO,,,,72270,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,446,8,,,,Fijo,19.05050949,-98.17462698,2010-07
3460983,21114611122002043000000000U5,ESCUELA PRIMARIA FEDERAL BENITO JUAREZ,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,ARTICULO 31,CALLE,CAMINO A BALCONES,CALLE,NICOLAS GUILLEN,AVENIDA,MARIO BENEDETTI,,SN,,,,,COLONIA,BALCONES DEL SUR,,,,72446,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6074,13,2225733128,,,Fijo,18.95355763,-98.2344101,2010-07
3417944,21114611122001313000000000U3,ESCUELA PRIMARIA FEDERAL BILINGUE FUERTES DE GUADALUPE Y LORETO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,PRINCIPAL DE LA RESURRECCION,CALLE,MANZANO,CALLE,LIMON,AVENIDA,LOS LAURELES,8462,,,,,,COLONIA,BOSQUES DE MANZANILLA,,,,72307,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,442A,9,,,,Fijo,19.06513317,-98.14491443,2010-07
3376081,21114611122003462001000000U6,ESCUELA PRIMARIA FEDERAL BILINGUE IZTACCIHUATL,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,PRIVADA,SAN PEDRO,PRIVADA,NINGUNO,CALLE,17 SUR,AVENIDA,NACIONAL,,SN,,,,,COLONIA,JARDINES DE SAN JUAN BOSCO,,,,72498,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5752,45,2223401612,21DPB0877P@SEPPUE.GOB.MX,,Fijo,18.96225793,-98.27554107,2014-12
3278836,21114611122000652000000000U5,ESCUELA PRIMARIA FEDERAL BILINGUE MARIA MONTESSORI,ESCUELA PRIMARIA FEDERAL BILINGUE MARIA MONTESSORI,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,NARDOS,CALLE,GARDENIAS,CALLE,JAZMIN,CALLE,CLAVELES,,SN,,,,,COLONIA,JARDINES DE LA RESURRECCION 2DA SECCION,,,,72225,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4400,51,2371082133,,,Fijo,19.07640648,-98.14565312,2010-07
3457202,21015611122000123100000000U6,ESCUELA PRIMARIA FEDERAL BILINGUE TONALKALI,SECRETARIA DE EDUCACION PUBLICA FEDERAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,CAMINO CAMPO REAL,CALLE,LAS JACARANDAS,CALLE,LAS JACARANDAS,AVENIDA,MANUEL ALONSO,,SN,,,,,COLONIA,SANTA MARGARITA,,,,72310,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6784,40,,LUISUNOCARLOS@HOTMAIL.COM,,Fijo,19.04743624,-98.11791832,2010-07
3442639,21114611122001413000000000U1,ESCUELA PRIMARIA FEDERAL CADETE VICENTE SUAREZ,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,PRIVADA,NINGUNO,AVENIDA,AVENIDA DEL ROBLE,AVENIDA,AVENIDA DEL ROBLE,AVENIDA,AVENIDA DE LAS TORRES,,SN,,,,,COLONIA,INFONAVIT AMALUCAN,,,,72310,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5273,31,2226183488,,,Fijo,19.04812406,-98.14565724,2010-07
3539043,21114611122002753000000000U9,ESCUELA PRIMARIA FEDERAL CADETE VICENTE SUAREZ CLAVE 21DPR2808H,SECRETARIA DE EDUCACION PUBLICA GOBIERNO FEDERAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,6 ORIENTE,CALLE,2 NORTE,CALLE,4 NORTE,CALLE,8 ORIENTE,,SN,,,,,BARRIO,SANTA CATARINA,,,,72960,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4260,24,2227084057,CVS_2808@OUTLOOK.COM,,Fijo,18.97279615,-98.1832062,2010-07
3462694,21114611122001233001000000U3,ESCUELA PRIMARIA FEDERAL CARMEN ALAM,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,INDEPENDENCIA,CALLE,NICOLAS BRAVO,PRIVADA,NINGUNO,CALLE,VICENTE GUERRERO,6157,,,,,,COLONIA,PATRIMONIO,,,,72450,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2423,6,,21DPR1664V@SEPPUE.GOB.MX,,Fijo,19.01215574,-98.22287448,2010-07
3460453,21114611122002443000000000U7,ESCUELA PRIMARIA FEDERAL DOCTOR GONZALO BAUTISTA CASTILLO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,CAPITAN JOSE LUIS RODRIGUEZ ALCONEDO,AVENIDA,GENERAL JOSE RAZO CAMANO,AVENIDA,VICENTE GUERRERO,CALLE,CORONEL JESUS GONZALEZ ARRATIA,,SN,,,,,COLONIA,HEROES DE PUEBLA,,,,72520,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,728,35,2229704319,DR.GONZALO.B.C@GMAIL.COM,,Fijo,19.0191968,-98.18112259,2010-07
3258472,21114611122002663002000000U0,ESCUELA PRIMARIA FEDERAL EMPERADOR CUAUHTEMOC,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,12 NORTE,AVENIDA,20 ORIENTE,AVENIDA,22 ORIENTE,CALLE,10 NORTE,2003,,,,,,COLONIA,BARRIO DEL ALTO,,,,72290,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2207,22,,,,Fijo,19.04792113,-98.18724622,2010-07
8693152,21114611122003873000000000U4,ESCUELA PRIMARIA FEDERAL ESTEBAN DE ANTUÑANO,GOBIERNO FEDERAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,CHAPULTEPEC,CIRCUITO,CIRCUITO DE OBREROS INDEPENDIENTES,AVENIDA,ATOYAC,BOULEVARD,ESTEBAN DE ANTUÑANO,,SN,,,,SN,COLONIA,LUZ OBRERA,,,,72110,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1567,18,,ESTEBANA0195AM@GMAIL.COM,,Fijo,19.09296222,-98.23619892,2019-11
3461125,21114611122001323001000000U2,ESCUELA PRIMARIA FEDERAL FELIPE CARRILLO PUERTO,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,45 SUR,CALLE,AVENIDA 19 PONIENTE,CALLE,AVENIDA 17 PONIENTE,CALLE,49 SUR,,SN,,,,,COLONIA,AMPLIACION REFORMA,,,,72160,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3667,8,2226730395,21DPR0877Q@SEPPUE.GOB.MX,,Fijo,19.05450772,-98.23489506,2010-07
3438330,21114611122002583000000000U0,ESCUELA PRIMARIA FEDERAL FERNANDO XIMELLO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,PUEBLA,CARRETERA,FEDERAL MEXICO PUEBLA,AVENIDA,INDEPENDENCIA,CALLE,VERACRUZ,9,,,,,,COLONIA,COLONIA,,,,72120,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,346A,12,,FERNANDOXIMELLO0935Q@HOTMAIL.COM,,Fijo,19.07200722,-98.25179388,2010-07
3256592,21114611122001203000000000U6,ESCUELA PRIMARIA FEDERAL FRANCISCO GONZALEZ BOCANEGRA,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,PRIVADA 31 DE JULIO,CALLE,BARRANQUILLA,CALLE,GINEBRA,AVENIDA,VALLADOLID,,SN,,,,,COLONIA,NACIONES UNIDAS,,,,72210,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4311,25,,BOCANEGRA2807I@HOTMAIL.COM,,Fijo,19.07350102,-98.18180246,2010-07
3518927,21114611122001543000000000U5,ESCUELA PRIMARIA FEDERAL FUNDADORES DE PUEBLA TURNO MATUTINO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,105 PONIENTE,CALLE,NAYARIT,CALLE,NINGUNO,CALLE,NINGUNO,,SN,,,,,CONJUNTO HABITACIONAL,DAMISAL,,,,72474,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3898,3,2229661591,,,Fijo,18.99417852,-98.23325715,2010-07
3456029,21114611122002563000000000U2,ESCUELA PRIMARIA FEDERAL GUILLERMO BORJA OSORNO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,ROBLE,CALLE,5 SUR,CALLE,3 A SUR,PRIVADA,NUEVO LEON,327,,,,,,COLONIA,EL CERRITO,,,,72440,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1425,43,2331149686,21DPR2811UV@SEPPUE.GOB.MX,,Fijo,19.01970814,-98.21663727,2010-07
3462713,21114611122002623000000000U4,ESCUELA PRIMARIA FEDERAL HEROES DE PUEBLA,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,LIBERTAD,AVENIDA,MATAMOROS,CALLE,SEGUNDA DE BENITO JUAREZ,PRIVADA,XOCHIMILCO,,SN,,,,,COLONIA,LEOBARDO COCA,,,,72450,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2423,27,2222817830,HEROESPUEBLA@SEPPUEBLA.GOM.MX,,Fijo,19.01317738,-98.22700083,2010-07
3256849,21114611122002313001000000U2,ESCUELA PRIMARIA FEDERAL HEROES DEL 5 DE MAYO,SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,CITLALTEPETL,CALLE,IZTACCIHUATL,ANDADOR,SALAMANCA,CALLE,XALTONATL,61,,,,,,COLONIA,MALINTZI,,,,72218,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3366,6,,HEROES5MAYO121FED@HOTMAIL.COM,,Fijo,19.07821133,-98.17011994,2010-07
3253515,21114611122001823000000000U1,ESCUELA PRIMARIA FEDERAL IGNACIO ZARAGOZA,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,LOS PINOS,CALLE,NINGUNO,CALLE,PRIMERO DE MAYO,CALLE,16 DE SEPTIEMBRE,,SN,,,,,COLONIA,3 DE MAYO,,,,72228,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1641,3,7461060538,21DPR1029V@SEPPUE.GOB.MX,,Fijo,19.08579993,-98.16023815,2010-07
3345113,21114611122003333002000000U9,ESCUELA PRIMARIA FEDERAL INGENIERO EUGENIO GARZA SADA,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,CORDILLERA DE LAS CASCADAS,CALLE,SIERRA NEVADA,CALLE,SIERRA MONTES URALES,CALLE,CORDILLERA DE LOS APENINOS,1,,,,,,FRACCIONAMIENTO,MARAVILLAS,,,,72220,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3440,2,2224269660,INGE.EUGENIOGARZASADA121FED@GMAIL.COM,,Fijo,19.07285452,-98.16664974,2014-12
3258469,21114611122001593000000000U0,ESCUELA PRIMARIA FEDERAL JAIME TORRES BODET,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,12 NORTE,AVENIDA,20 ORIENTE,AVENIDA,22 ORIENTE,CALLE,10 NORTE,2003,,,,,,COLONIA,BARRIO DEL ALTO,,,,72290,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2207,22,,,,Fijo,19.04792113,-98.18724622,2010-07
3453206,21114611122001083001000000U2,ESCUELA PRIMARIA FEDERAL JOSE MARIA MORELOS Y PAVON,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,SAN DIEGO,CALLE,16 DE SEPTIEMBRE,CALLE,ALAMOS,CALLE,GRANADA,,SN,,,,,COLONIA,GONZALO BAUTISTA,,,,72350,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4542,29,,,,Fijo,19.03270381,-98.15160904,2010-07
3518676,21114611122002733000000000U1,ESCUELA PRIMARIA FEDERAL JOSE VASCONCELOS,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,QUINTANA ROO,AVENIDA,JALISCO,AVENIDA,MICHOACAN,CALLE,TABASCO,,SN,,,,,COLONIA,POPULAR EMILIANO ZAPATA,,,,72470,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3915,25,2227527191,PRIM.EDUFED@GMAIL.COM,,Fijo,18.99929791,-98.23434269,2010-07
3434445,21119611122000163000000000U2,ESCUELA PRIMARIA FEDERAL JOSEFA ORTIZ DE DOMINGUEZ,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,ANTIGUO CAMINO REAL A CHOLULA,CALLE,BELLAS ARTES,CALLE,NIÑOS HEROES,CALLE,3 DE MAYO,,SN,,,,,COLONIA,SANTA CRUZ GUADALUPE,,,,72170,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6746,22,,21DPR2643P@SEPPUE.GOB.MX,,Fijo,19.04803277,-98.26055116,2010-07
7546030,21114611122003923000000000U7,ESCUELA PRIMARIA FEDERAL JOSEFA ORTIZ DE DOMINGUEZ TURNO MATUTINO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,BENITO JUAREZ,CALLE,MIGUEL HIDALGO,CALLE,PINO SUAREZ,CALLE,GUADALUPE VICTORIA,,SN,,,,,COLONIA,BENITO JUAREZ,,,,72014,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4345,9,,21DPR0958A@SEPPUE.GOB.MX,,Fijo,19.10214712,-98.19752774,2019-11
3515322,21114611122002153000000000U2,ESCUELA PRIMARIA FEDERAL JUAN JOSE MARTINEZ AMARO TURNO MATUTINO CLAVE 21DPR3650F,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,SEGUNDO PASEO DE JAZMIN,AVENIDA,ANTURIOS,CALLE,NINGUNO,AVENIDA,151 PONIENTE,,SN,,,,,COLONIA,SAN RAMON,,,,72490,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5447,25,,JUANJOSEMARTINEZAMARO@HOTMAIL.COM,,Fijo,18.96609645,-98.26255865,2010-07
3520416,21114611122000161001000000U7,ESCUELA PRIMARIA FEDERAL LAZARO CARDENAS,SECRETARIA DE EDUCACION PUBLICA FEDERAL,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,TABASCO,AVENIDA,105 PONIENTE,CALLE,GENERAL MIGUEL NEGRETE,CALLE,SONORA,10530,,,,,,COLONIA,COATEPEC,,,,72470,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4097,32,,LAZARO_CARDENAS2012@LIVE.COM.MX,,Fijo,18.99539629,-98.23872984,2010-07
9670459,21114611122004122000000000U5,ESCUELA PRIMARIA FEDERAL LEONA VICARIO,PROPIEDAD DE LA SEP,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,EMILIO CARRANZA,PRIVADA,COVADONGA,CALLE,COVADONGA,PRIVADA,COVADONGA,,SN,,,,,COLONIA,COVADONGA,,,,72100,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3101,4,2221759536,COVADONGA123.LLVP@GMAIL.COM,,Fijo,19.12662017,-98.22679991,2024-11
3252937,21114611122002993000000000U1,ESCUELA PRIMARIA FEDERAL LEONA VICARIO 21DPR3509Q,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,ANDADOR,EJE 11 NORTE,AVENIDA,102 PONIENTE,PRIVADA,PRIVADA DE LA 100 PONIENTE,AVENIDA,102 PONIENTE,,SN,,,,,COLONIA,INFONAVIT VILLA FRONTERA,,,,72200,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5790,29,,,,Fijo,19.08560593,-98.18498082,2010-07
3538839,21114611122001053000000000U5,ESCUELA PRIMARIA FEDERAL LIC BENITO JUAREZ TURNO VESPERTINO,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,FRANCISCO I MADERO,CALLE,INDUSTRIA,CALLEJON,NINGUNO,PRIVADA,INDUSTRIA,37,,,,,,OTRO,SAN PABLO XOCHIMEHUACAN,,,,72104,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2584,14,,LICBJVESP.1501K@GMAIL.COM,,Fijo,19.09195734,-98.19932975,2010-07
3257443,21114611122001283000000000U8,ESCUELA PRIMARIA FEDERAL LICENCIADO VICENTE LOMBARDO TOLEDANO,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,DIAGONAL DEFENSORES DE LA REPUBLICA,CALLE,NINGUNO,AVENIDA,RICARDO FLORES MAGON,ANDADOR,MARTIRES DEL RIO BLANCO,,SN,,,,,COLONIA,MOVIMIENTO OBRERO,,,,72260,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,225A,7,2229675404,PRIMARIALOMBARDOT@GMAIL.COM,,Fijo,19.06299556,-98.16970415,2010-07
